Dates,Program,Mission,Artist,Song,Comment,Genre,Style,Year,Discogs Master,Discogs URI
1974-02-04,SKYLAB,SKYLAB 4,Rachmaninoff,Concerto No. 3,,Classical,,1968.0,https://api.discogs.com/masters/1190386,https://www.discogs.com/Sergei-Vasilyevich-Rachmaninoff-Concerto-No-3/release/11956131
1974-02-05,SKYLAB,SKYLAB 4,Three Dog Night,Out In The Country,,Rock,Pop Rock,1970.0,https://api.discogs.com/masters/266024,https://www.discogs.com/Three-Dog-Night-Out-In-The-Country/master/266024
1974-02-05,SKYLAB,SKYLAB 4,Carole King,I Feel The Earth Move,,Pop,,2004.0,,https://www.discogs.com/Carole-King-I-Feel-The-Earth-Move/release/12387467
1974-02-06,SKYLAB,SKYLAB 4,101 Strings,Soul Of Spain,,Latin,,,https://api.discogs.com/masters/169960,https://www.discogs.com/101-Strings-The-Soul-Of-Spain/release/5803829
1974-02-07,SKYLAB,SKYLAB 4,Bizet,Carmen,,Classical,Romantic,,https://api.discogs.com/masters/510325,https://www.discogs.com/Georges-Bizet-Carmen/master/510325
1974-02-07,SKYLAB,SKYLAB 4,Isaac Hayes,Shaft,,Jazz,Soul-Jazz,1971.0,https://api.discogs.com/masters/122050,https://www.discogs.com/Isaac-Hayes-Shaft/master/122050
1974-02-08,SKYLAB,SKYLAB 4,Dean Martin,Houston,,Jazz,Vocal,,https://api.discogs.com/masters/1349741,https://www.discogs.com/Dean-Martin-Houston/master/1349741
1975-07-16,APOLLO-SOYUZ TEST PROJECT (ASTP),APOLLO-SOYUZ TEST PROJECT (ASTP),Chicago,Good Morning Sunshine,,,,,,
1975-07-18,APOLLO-SOYUZ TEST PROJECT (ASTP),APOLLO-SOYUZ TEST PROJECT (ASTP),Unidentified,Midnight In Moscow,,Jazz,,1962.0,,https://www.discogs.com/Al-Caiola-And-His-Magnificent-Seven-Midnight-In-Moscow/release/12334074
1975-07-19,APOLLO-SOYUZ TEST PROJECT (ASTP),APOLLO-SOYUZ TEST PROJECT (ASTP),Maya Kristalinskaya,Tenderness,Crew did not wake until later in morning,,,,,
1975-07-20,APOLLO-SOYUZ TEST PROJECT (ASTP),APOLLO-SOYUZ TEST PROJECT (ASTP),Maya Kristalinskaya,Tenderness,This time the crew heard it,,,,,
1975-07-24,APOLLO-SOYUZ TEST PROJECT (ASTP),APOLLO-SOYUZ TEST PROJECT (ASTP),Jerry Jeff Walker,Redneck Mother,,,,,,
1981-04-13,SPACE SHUTTLE,STS-1,Roy McCall,Blast-Off Columbia,,,,,,
1981-04-14,SPACE SHUTTLE,STS-1,,Reveille (Bugle Call),"Short excerpt from an old Spike Jones record followed by a comic tape with voices of Houston DJs Hudson and Harrigan kidding Young and Crippen, then  Reveille. It's splashdown, and Crip, you could both use a shower, said one member of the radio team. You've waited for this for 12 years and if you don't wake up you're going to miss the whole darn thing. Crip, said one voice, get out of the rack. No, no, no, said the other. If he wakes up he'll spill coffee all over the controls. Get to work, you guys. You've got 300 government agencies out there to support. Then Mission Control came back on the line. Now hear this, now hear this, reveille, reveille, up all idlers. And that last wakeup call, we'd like you to scratch out 'splashdown' and insert 'touchdown,' said Mission Control.",,,,,
1981-11-13,SPACE SHUTTLE,STS-2,The Muppets,Pigs In Space Comedy Routine #1,Arranged by Sally Ride,,,,,
1981-11-14,SPACE SHUTTLE,STS-2,The Muppets,Pigs In Space Comedy Routine #2,Arranged by Sally Ride,,,,,
1981-11-14,SPACE SHUTTLE,STS-2,Contraband,"Columbia, Gem Of The Ocean",The Flight Operations Directorate group: Contraband,,,,,
1982-03-23,SPACE SHUTTLE,STS-3,Willie Nelson,On The Road Again,,"Folk, World, & Country",Country,1993.0,https://api.discogs.com/masters/188736,https://www.discogs.com/Willie-Nelson-On-The-Road-Again/release/3840989
1982-03-24,SPACE SHUTTLE,STS-3,Unidentified,The Marines' Hymn,,Brass & Military,,1944.0,,https://www.discogs.com/Continentals-Military-Band-The-Marines-Hymn-The-Rangers/release/12142725
1982-03-25,SPACE SHUTTLE,STS-3,Unidentified,Off We Go Into The Wild Blue Yonder,"for the benefit of pilot C. Gordon Fullerton, an Air Force colonel, who commented: That will get us off to a fast start.",,,,,
1982-03-26,SPACE SHUTTLE,STS-3,Christopher Cross,Sail Away,While over Madrid,,,,,
1982-03-27,SPACE SHUTTLE,STS-3,Unidentified,I'M Sitting On Top Of The World,"Exchange of music between the ground and the Columbia, the Columbia playing for the flight control team, I'm Sitting On Top of the World and the flight team transmitting up Those Magnificent Men and Their Flying Machines.",Jazz,Vocal,1953.0,https://api.discogs.com/masters/965282,https://www.discogs.com/Les-Paul-And-Mary-Ford-Im-Sitting-On-Top-Of-The-World/release/5617344
1982-03-27,SPACE SHUTTLE,STS-3,Unidentified,Those Magnificent Men In Their Flying Machines,Ibid.,Pop,Theme,1965.0,https://api.discogs.com/masters/701951,https://www.discogs.com/Four-Freshmen-Those-Magnificent-Men-In-Their-Flying-Machines/release/5824307
1982-03-28,SPACE SHUTTLE,STS-3,Dave Dudley,Six Days On The Road And I'M Gonna Make It Home Tonight,"NASA stretched the lyrics to make it eight days instead of six...OK, that's good music, Houston, Lousma told capsule communicator Brewster Shaw, who had a radio station make a change in the tape.",,,,,
1982-03-29,SPACE SHUTTLE,STS-3,Unidentified,This Is My Country,CAPCOM Steve Nagel uplinked This is My Country to the crew and the crew responded with downlink medley of the The Air Force Song  (Off We Go Into the Wild Blue Yonder) and the Marine Corps Hymn.,Funk / Soul,Soul,,https://api.discogs.com/masters/201084,https://www.discogs.com/The-Impressions-This-Is-My-Country/release/2902592
1982-03-29,SPACE SHUTTLE,STS-3,Unidentified,Off We Go Into The Wild Blue Yonder,Ibid.,,,,,
1982-03-29,SPACE SHUTTLE,STS-3,Unidentified,The Marines' Hymn,Ibid.,Brass & Military,,1944.0,,https://www.discogs.com/Continentals-Military-Band-The-Marines-Hymn-The-Rangers/release/12142725
1982-06-28,SPACE SHUTTLE,STS-4,Unidentified,"Up, Up And Away",,Pop,Indie Pop,2008.0,,https://www.discogs.com/Balloon-Derby-Up-Up-And-Away/release/4618161
1982-06-29,SPACE SHUTTLE,STS-4,Auburn University Band,Hold That Tiger,"Mattingly responded: Good afternoon, we love that tune.'' He added, Found out something up here though, you can't stomp your feet to it. Both astronauts are graduates of Auburn University.",,,,,
1982-06-30,SPACE SHUTTLE,STS-4,,,"Pilot Henry (Hank) Hartsfield's 25th wedding anniversary and on this first air/ground pass of the day, he received taped messages from his two daughters and his wife.",,,,,
1982-07-01,SPACE SHUTTLE,STS-4,,,"The astronauts got a wake-up call at 1:10 a.m. today from Houston control as the ship was passing over the Dakar, Senegal, tracking station. Columbia was making its 59th orbit at the time. There was no response at first from the crewmen, but mission control reported that engineering data showed the pilots were operating their food warmer for breakfast. Mattingly finally responded with a cheerful, Good morning.",,,,,
1982-07-02,SPACE SHUTTLE,STS-4,Vangelis,Theme From 'Chariots Of Fire',,,,,,
1982-07-03,SPACE SHUTTLE,STS-4,Unidentified,Delta Tau Delta Fraternity Song,"for TK Mattingly, and",,,,,
1982-07-03,SPACE SHUTTLE,STS-4,Unidentified,Delta Chi Fraternity Song,for Hank Hartsfield.,,,,,
1982-07-04,SPACE SHUTTLE,STS-4,Unidentified,This Is My Country,,Funk / Soul,Soul,,https://api.discogs.com/masters/201084,https://www.discogs.com/The-Impressions-This-Is-My-Country/release/2902592
1982-11-12,SPACE SHUTTLE,STS-5,Unidentified,76 Trombones From The Music Man,,,,,,
1982-11-13,SPACE SHUTTLE,STS-5,Unidentified,Cotton-Eyed Joe,,"Folk, World, & Country",Country,1981.0,https://api.discogs.com/masters/769471,https://www.discogs.com/Isaac-Payton-Sweat-Cotton-Eyed-Joe/release/4519600
1982-11-14,SPACE SHUTTLE,STS-5,Unidentified,The Marines' Hymn,"in honor of two Marines onboard: Columbia pilot Bob Overmyer, active duty Marine Corps colonel, and Vance Brand who began his career as a Marine aviator",Brass & Military,,1944.0,,https://www.discogs.com/Continentals-Military-Band-The-Marines-Hymn-The-Rangers/release/12142725
1982-11-15,SPACE SHUTTLE,STS-5,Unidentified,The Stroll,,,,,,https://www.discogs.com/artist/5442046-The-Stroll-Kings
1982-11-16,SPACE SHUTTLE,STS-5,John Denver,"Take Me Home, Country Roads",,Rock,Country,2001.0,,https://www.discogs.com/John-Denver-Take-Me-Home-Country-Roads/release/6455739
1983-04-05,SPACE SHUTTLE,STS-6,United States Air Force Academy Band,Cadets on Parade,,,,,,
1983-04-05,SPACE SHUTTLE,STS-6,United States Air Force Academy Band,Off We Go Into The Wild Blue Yonder,,,,,,
1983-04-06,SPACE SHUTTLE,STS-6,April Stevens,Teach Me Tiger,,Jazz,Easy Listening,2012.0,https://api.discogs.com/masters/232213,https://www.discogs.com/April-Stevens-Teach-Me-Tiger/release/12765785
1983-04-07,SPACE SHUTTLE,STS-6,Unidentified,Theme From F-Troop,"The significance of that being referring to this crew as the F-crew for the purposes of training documents the crews have been listed alphabetically. A-crew was the STS-I crew -John Young,Bob Crippen. B-crew was the STS-2 crew - Dick Truly and Joe Engle. Of course, now up to STS-6. This is the F-crew and in a jocular vein they refer to themselves not as the F-crew but the F-Troop and accordingly the significance of this mornings wake up call. From STS-6 AIR/GROUND TRANSCRIPT",Pop,Soundtrack,1966.0,,https://www.discogs.com/Bob-Crane-His-Drums-Orch-Theme-From-Hogans-Heroes-Theme-From-F-Troop/release/9393728
1983-04-08,SPACE SHUTTLE,STS-6,Oscar Brand and the Roger Wilco Four,"The Poor Co-Pilot, A Tune From Korean War Flying Days",,,,,,
1983-04-09,SPACE SHUTTLE,STS-6,Rusty Gordon,Ode To The Lions,"This is a Penn State song referring to the Nittany Lions, of Penn State University which is Paul Weitz alma mater. He earned his Bachelor in Aeronautical Engineering at Penn State in 1954. From STS-6 AIR/GROUND TRANSCRIPT",,,,,
1983-06-19,SPACE SHUTTLE,STS-7,Unidentified,Texas A&M War Hymn,,Brass & Military,,,,https://www.discogs.com/Bill-Moffit-Texas-AM-Aggie-War-Hymn/release/14493590
1983-06-19,SPACE SHUTTLE,STS-7,Unidentified,The University Of Texas Fight Song,"of course, a tribute to the Mission Commander, Bob Crippen who is a UT graduate. It was preceded by the Texas A&M, Texas Aggie, Fight Song which was a greeting card to Crip from Jerry Griffin, the Center Director at JSC (Johnson Space Center), who is a Texas A&M graduate. From STS-7 AIR/GROUND TRANSCRIPT",,,,,
1983-06-20,SPACE SHUTTLE,STS-7,Unidentified,Texas A&M War Hymn,,Brass & Military,,,,https://www.discogs.com/Bill-Moffit-Texas-AM-Aggie-War-Hymn/release/14493590
1983-06-20,SPACE SHUTTLE,STS-7,Tufts University Beelzebubs,Tufts Tonia's Day,"a student acappella group at Tufts University, Rick Hauck's alma mater.",,,,,
1983-06-21,SPACE SHUTTLE,STS-7,Unidentified,Texas A&M War Hymn,,Brass & Military,,,,https://www.discogs.com/Bill-Moffit-Texas-AM-Aggie-War-Hymn/release/14493590
1983-06-21,SPACE SHUTTLE,STS-7,Unidentified,Reveille (Bugle Call),,,,,,
1983-06-21,SPACE SHUTTLE,STS-7,Mary Cleave's father,When You'Re Smiling,Mary Cleave's father was the CAPCOM for this crew,,,,,
1983-06-21,SPACE SHUTTLE,STS-7,Unidentified,Tequila Sunrise,and in response by CHallenger (some version of Tequila Sunrise),,,,,https://www.discogs.com/artist/5833904-Tequila-Sunrise-6
1983-06-22,SPACE SHUTTLE,STS-7,Unidentified,Texas A&M War Hymn,,Brass & Military,,,,https://www.discogs.com/Bill-Moffit-Texas-AM-Aggie-War-Hymn/release/14493590
1983-06-22,SPACE SHUTTLE,STS-7,Unidentified,Washington State University Cougar Fight Song,from which John Fabian is a graduate.,,,,,
1983-06-23,SPACE SHUTTLE,STS-7,Unidentified,Texas A&M War Hymn,The uplink music,Brass & Military,,,,https://www.discogs.com/Bill-Moffit-Texas-AM-Aggie-War-Hymn/release/14493590
1983-06-23,SPACE SHUTTLE,STS-7,Leeland Stanford Junior University Marching Band,Stanford Hymn,Which of course is the alma mater of Dr. Sally Ride,,,,,
1983-06-23,SPACE SHUTTLE,STS-7,The Beatles,A Hard Day's Night,"It sounded like the crew down linked a Beatles' song, A Hard Day's Night. From STS-7 AIR/GROUND TRANSCRIPT",Rock,Beat,2000.0,,https://www.discogs.com/The-Beatles-A-Hard-Days-Night-A-Hard-Days-Night/release/3591853
1983-06-24,SPACE SHUTTLE,STS-7,Unidentified,Texas A&M War Hymn,,Brass & Military,,,,https://www.discogs.com/Bill-Moffit-Texas-AM-Aggie-War-Hymn/release/14493590
1983-06-24,SPACE SHUTTLE,STS-7,Florida State University Marching Chiefs,Florida State University Fight Song,Norm Thagard is an alumnus of FSU. From STS-7 AIR/GROUND TRANSCRIPT,,,,,
1983-08-31,SPACE SHUTTLE,STS-8,Unidentified,Georgia Tech Fight Song,for the alma mater of Commander Richard Truly.,,,,,
1983-09-01,SPACE SHUTTLE,STS-8,Unidentified,Illinois Fight Song,for Mission Specialist Dale Gardner's alma mater.,,,,,
1983-09-02,SPACE SHUTTLE,STS-8,Unidentified,Penn State Fight Song,for Guy Bluford's Alma Mater,,,,,
1983-09-03,SPACE SHUTTLE,STS-8,Unidentified,University Of North Carolina Fight Song,for alumnus Bill Thornton.,,,,,
1983-09-04,SPACE SHUTTLE,STS-8,Ravi Shankar,Tala Sawari,in honor of release of Indian INSAT satellite.,,,,,
1983-09-05,SPACE SHUTTLE,STS-8,John Philip Sousa,Semper Fidelis,CAPCOM Brian O'Connor was a Marine Corps officer.,Brass & Military,Theme,,https://api.discogs.com/masters/1420347,https://www.discogs.com/Sousa-Twentieth-Century-Fox-Studio-Orchestra-Alfred-Newman-Stars-And-Stripes-Forever-Semper-Fidelis/master/1420347
1984-02-04,SPACE SHUTTLE,STS-41-B,,,"Wake-up music had been planned to be a selection from the Contraband, that group of NASA employees and would have featured Ron McNair, astronaut Ron McNair on the tenor sax, but that somehow got garbled in the translation going up. From STS-41-B AIR/GROUND TRANSCRIPT",,,,,
1984-02-05,SPACE SHUTTLE,STS-41-B,Contraband,A Train,"which features as its tenor sax player, Dr. Ron McNair",,,,,
1984-02-06,SPACE SHUTTLE,STS-41-B,University of Colorado Band,"Glory, Glory, Colorado",That's the fight song of that institution which is Vance Brand's alma mater followed by Ride High You Mustangs the Cal Poly State University fight song which is Pilot Robert Gibson's alma mater.,,,,,
1984-02-07,SPACE SHUTTLE,STS-41-B,United States Air Force Academy Chorale,Armed Forces Medley,"which covered three of the services. The Marine Corp., of course is Vance Brand's alma mater. He's now a civilian but was originally trained as a Marine Corps pilot. The Navy hymn in honor of Mission Specialist, Bruce McCandless and Challenger Pilot, Hoot Gibson, both Naval Officers. And the Army song honoring the nation's first United States Army Astronaut, Bob Stewart. And the music was performed by guess who, the U.S. Air Force Academy Chorale. From STS-41-B AIR/GROUND TRANSCRIPT",,,,,
1984-02-08,SPACE SHUTTLE,STS-41-B,Unidentified,North Carolina A&T University Alma Mater,"North Carolina A&T University alma mater of which Mission Specialist Ron McNair is an alumnus and Southern to the Top, the fight song from the University of Southern Mississippi, the alma mater of Mission Specialist Bob Stewart. From STS-41-B AIR/GROUND TRANSCRIPT",,,,,
1984-02-08,SPACE SHUTTLE,STS-41-B,Unidentified,Southern To The Top,Ibid.,,,,,
1984-02-09,SPACE SHUTTLE,STS-41-B,Joey Scarbury,Believe It Or Not (Theme From 'The Greatest American Hero'),in honor of that day's EVA. With some changed verses,Rock,Pop Rock,1981.0,https://api.discogs.com/masters/259020,https://www.discogs.com/Joey-Scarbury-Theme-From-Greatest-American-Hero-Believe-It-Or-Not/release/4174347
1984-02-10,SPACE SHUTTLE,STS-41-B,Unidentified,Off We Go Into The Wild Blue Yonder,A live rendition of The Air Force Song. From all the Air Force CAPCOMs.,,,,,
1984-02-11,SPACE SHUTTLE,STS-41-B,Contraband,In The Mood,a musical group composed of JSC (Johnson Space Center) employees.,,,,,
1984-04-07,SPACE SHUTTLE,STS-41-C,Johnny Cash,A Boy Named Sue,,"Folk, World, & Country",Country,1982.0,https://api.discogs.com/masters/723351,https://www.discogs.com/Johnny-Cash-A-Boy-Named-Sue/release/2998366
1984-04-08,SPACE SHUTTLE,STS-41-C,Unidentified,Fight Song Of The University Of California At Berkeley,"in honor of Ox van Hoften,",,,,,
1984-04-08,SPACE SHUTTLE,STS-41-C,Unidentified,Lehigh University Fight Song,in honor of T. J. Hart.,,,,,
1984-04-09,SPACE SHUTTLE,STS-41-C,Joey Scarbury,Believe It Or Not (Theme From 'The Greatest American Hero'),,Rock,Pop Rock,1981.0,https://api.discogs.com/masters/259020,https://www.discogs.com/Joey-Scarbury-Theme-From-Greatest-American-Hero-Believe-It-Or-Not/release/4174347
1984-04-10,SPACE SHUTTLE,STS-41-C,Vangelis,Theme From 'Chariots Of Fire',,,,,,
1984-04-11,SPACE SHUTTLE,STS-41-C,Bill Conti,Gonna Fly Now (Theme From 'Rocky'),,Stage & Screen,Theme,,https://api.discogs.com/masters/77443,https://www.discogs.com/Bill-Conti-Gonna-Fly-Now-Theme-From-Rocky/release/1521242
1984-04-12,SPACE SHUTTLE,STS-41-C,"CAPCOM's Guy Gardner, and John Blaha with the aid of planning team Payload Officer Rob Kelso",Please Release Me Parody,"Mission Control Houston, that harmonious wake up music performed by CAPCOM's Guy Gardner, and John Blaha with the aid of planning team Payload Officer Rob Kelso. From STS-41-C AIR/GROUND TRANSCRIPT",,,,,
1984-04-13,SPACE SHUTTLE,STS-41-C,Unidentified,University Of Texas Fight Song,"for mission commander, Bob Crippen,",,,,,
1984-04-13,SPACE SHUTTLE,STS-41-C,Unidentified,University Of Arizona Fight Song,"for Pilot, Dick Scobee.",,,,,
1984-08-31,SPACE SHUTTLE,STS-41-D,Unidentified,Anchors Aweigh,,,,,,
1984-09-01,SPACE SHUTTLE,STS-41-D,The Ventures,Telstar,,Rock,Surf,1963.0,https://api.discogs.com/masters/924612,https://www.discogs.com/The-Ventures-Telstar-/master/924612
1984-09-02,SPACE SHUTTLE,STS-41-D,The Byrds,Mr. Spaceman,,Rock,Folk Rock,1994.0,https://api.discogs.com/masters/1020726,https://www.discogs.com/The-Byrds-Mr-Spaceman/release/6881443
1984-09-03,SPACE SHUTTLE,STS-41-D,Unidentified,Hair,,,,,,https://www.discogs.com/artist/6692778-Hair-10
1984-09-04,SPACE SHUTTLE,STS-41-D,The Byrds,Eight Miles High,,Rock,Folk Rock,1990.0,https://api.discogs.com/masters/1100320,https://www.discogs.com/The-Byrds-Eight-Miles-High/master/1100320
1984-09-05,SPACE SHUTTLE,STS-41-D,,,No wakeup call sent because crew woke early to handle a cryo leak.,,,,,
1984-10-06,SPACE SHUTTLE,STS-41-G,Irene Cara,Flashdance...What A Feeling,,Electronic,Synth-pop,,https://api.discogs.com/masters/48230,https://www.discogs.com/Irene-Cara-FlashdanceWhat-A-Feeling/release/11604283
1984-10-07,SPACE SHUTTLE,STS-41-G,John Denver,"Leaving, On A Jet Plane",,"Folk, World, & Country",Folk,2018.0,,https://www.discogs.com/John-Denver-Original-Recordings-By-The-Mitchell-Trio-And-Denver-Boise-Johnson-Leaving-On-A-Jet-Plane/release/12842176
1984-10-08,SPACE SHUTTLE,STS-41-G,Unidentified,Song Of Jon Mcbride,"(written and sung by a friend of McBride's. See Before Lift-off: The Making of a Space Shuttle Crew by Henry S.F. Cooper Jr.,p.198.",,,,,
1984-10-09,SPACE SHUTTLE,STS-41-G,Bill Conti,Gonna Fly Now (Theme From 'Rocky'),,Stage & Screen,Theme,,https://api.discogs.com/masters/77443,https://www.discogs.com/Bill-Conti-Gonna-Fly-Now-Theme-From-Rocky/release/1521242
1984-10-10,SPACE SHUTTLE,STS-41-G,Unidentified,Navy Wings are Made of Gold,,,,,,
1984-10-11,SPACE SHUTTLE,STS-41-G,John Denver,"Take Me Home, Country Roads",,Rock,Country,2001.0,,https://www.discogs.com/John-Denver-Take-Me-Home-Country-Roads/release/6455739
1984-10-12,SPACE SHUTTLE,STS-41-G,John Williams,Star Wars (Main Title),,Jazz,Fusion,1977.0,https://api.discogs.com/masters/226227,https://www.discogs.com/John-Williams-4-The-London-Symphony-Orchestra-Cantina-Band-Main-Title-Star-Wars/release/2582867
1984-10-13,SPACE SHUTTLE,STS-41-G,Unidentified,Boomer Sooner The University Of Oklahoma Fight Song,,,,,,
1984-10-13,SPACE SHUTTLE,STS-41-G,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",,Rock,Pop Rock,1972.0,https://api.discogs.com/masters/444775,https://www.discogs.com/Elton-John-Rocket-Man-I-Think-Its-Going-To-Be-A-Long-Long-Time/release/4733658
1984-11-09,SPACE SHUTTLE,STS-51-A,Unidentified,Good Morning Starshine, from the musical Hair,Rock,Rock & Roll,1969.0,https://api.discogs.com/masters/149085,https://www.discogs.com/Oliver-Good-Morning-Starshine/release/8258025
